check_date,product_id,line,checked_count,defect_count
2026-05-17,P004,产线2,178,4
2026-05-17,P005,产线3,530,13
2026-05-17,P006,产线3,288,29
2026-05-18,P001,产线1,115,3
2026-05-18,P002,产线1,769,21
2026-05-18,P003,产线2,64,2
2026-05-18,P004,产线2,193,6
2026-05-18,P005,产线3,457,14
2026-05-18,P006,产线3,320,32
2026-05-19,P001,产线1,109,2
2026-05-19,P002,产线1,792,21
2026-05-19,P003,产线2,63,1
2026-05-19,P004,产线2,189,4
2026-05-19,P005,产线3,465,10
2026-05-19,P006,产线3,304,31
2026-05-20,P001,产线1,126,3
2026-05-20,P002,产线1,791,18
2026-05-20,P003,产线2,63,1
2026-05-20,P004,产线2,186,6
2026-05-20,P005,产线3,519,13
2026-05-20,P006,产线3,299,32
2026-05-21,P001,产线1,126,2
2026-05-21,P002,产线1,857,24
2026-05-21,P003,产线2,63,1
2026-05-21,P004,产线2,170,5
2026-05-21,P005,产线3,450,11
2026-05-21,P006,产线3,308,41
2026-05-22,P001,产线1,128,3
2026-05-22,P002,产线1,726,22
2026-05-22,P003,产线2,62,1
2026-05-22,P004,产线2,182,5
2026-05-22,P005,产线3,514,10
2026-05-22,P006,产线3,272,33
2026-05-23,P001,产线1,108,2
2026-05-23,P002,产线1,818,25
2026-05-23,P003,产线2,64,2
2026-05-23,P004,产线2,166,4
2026-05-23,P005,产线3,535,14
2026-05-23,P006,产线3,286,33
2026-05-24,P001,产线1,131,3
2026-05-24,P002,产线1,800,19
2026-05-24,P003,产线2,65,2
2026-05-24,P004,产线2,194,5
2026-05-24,P005,产线3,523,16
2026-05-24,P006,产线3,328,39
2026-05-25,P001,产线1,129,3
2026-05-25,P002,产线1,850,22
2026-05-25,P003,产线2,65,2
2026-05-25,P004,产线2,197,4
2026-05-25,P005,产线3,474,13
2026-05-25,P006,产线3,291,30
2026-05-26,P001,产线1,131,3
2026-05-26,P002,产线1,854,20
2026-05-26,P003,产线2,61,2
2026-05-26,P004,产线2,165,4
2026-05-26,P005,产线3,478,10
2026-05-26,P006,产线3,286,27
2026-05-27,P001,产线1,119,4
2026-05-27,P002,产线1,744,16
2026-05-27,P003,产线2,60,1
2026-05-27,P004,产线2,165,5
2026-05-27,P005,产线3,534,14
2026-05-27,P006,产线3,279,28
2026-05-28,P001,产线1,113,3
2026-05-28,P002,产线1,815,17
2026-05-28,P003,产线2,62,2
2026-05-28,P004,产线2,183,5
2026-05-28,P005,产线3,522,16
2026-05-28,P006,产线3,281,34
2026-05-29,P001,产线1,131,3
2026-05-29,P002,产线1,848,25
2026-05-29,P003,产线2,63,2
2026-05-29,P004,产线2,165,4
2026-05-29,P005,产线3,511,14
2026-05-29,P006,产线3,307,40
2026-05-30,P001,产线1,121,3
2026-05-30,P002,产线1,862,26
2026-05-30,P003,产线2,64,1
2026-05-30,P004,产线2,179,4
2026-05-30,P005,产线3,531,11
2026-05-30,P006,产线3,280,29
2026-05-31,P001,产线1,120,3
2026-05-31,P002,产线1,865,20
2026-05-31,P003,产线2,59,1
2026-05-31,P004,产线2,181,4
2026-05-31,P005,产线3,487,12
2026-05-31,P006,产线3,328,33
2026-06-01,P001,产线1,120,3
2026-06-01,P002,产线1,769,16
2026-06-01,P003,产线2,65,2
2026-06-01,P004,产线2,195,4
2026-06-01,P005,产线3,481,13
2026-06-01,P006,产线3,314,8
2026-06-02,P001,产线1,118,4
2026-06-02,P002,产线1,822,17
2026-06-02,P003,产线2,63,1
2026-06-02,P004,产线2,171,5
2026-06-02,P005,产线3,480,14
2026-06-02,P006,产线3,288,10
2026-06-03,P001,产线1,117,3
2026-06-03,P002,产线1,826,25
2026-06-03,P003,产线2,64,1
2026-06-03,P004,产线2,183,5
2026-06-03,P005,产线3,492,10
2026-06-03,P006,产线3,329,9
2026-06-04,P001,产线1,114,3
2026-06-04,P002,产线1,736,18
2026-06-04,P003,产线2,58,2
2026-06-04,P004,产线2,180,4
2026-06-04,P005,产线3,488,15
2026-06-04,P006,产线3,270,8
2026-06-05,P001,产线1,118,4
2026-06-05,P002,产线1,741,18
2026-06-05,P003,产线2,63,2
2026-06-05,P004,产线2,167,5
2026-06-05,P005,产线3,515,12
2026-06-05,P006,产线3,303,9
2026-06-06,P001,产线1,125,4
2026-06-06,P002,产线1,834,20
2026-06-06,P003,产线2,59,1
2026-06-06,P004,产线2,187,5
2026-06-06,P005,产线3,455,14
2026-06-06,P006,产线3,283,8
2026-06-07,P001,产线1,129,4
2026-06-07,P002,产线1,832,21
2026-06-07,P003,产线2,64,2
2026-06-07,P004,产线2,182,4
2026-06-07,P005,产线3,481,11
2026-06-07,P006,产线3,293,8
2026-06-08,P001,产线1,131,3
2026-06-08,P002,产线1,813,18
2026-06-08,P003,产线2,56,1
2026-06-08,P004,产线2,170,4
2026-06-08,P005,产线3,451,9
2026-06-08,P006,产线3,301,7
2026-06-09,P001,产线1,109,3
2026-06-09,P002,产线1,808,20
2026-06-09,P003,产线2,63,2
2026-06-09,P004,产线2,172,4
2026-06-09,P005,产线3,526,11
2026-06-09,P006,产线3,291,7
2026-06-10,P001,产线1,123,3
2026-06-10,P002,产线1,839,19
2026-06-10,P003,产线2,61,2
2026-06-10,P004,产线2,171,4
2026-06-10,P005,产线3,505,10
2026-06-10,P006,产线3,275,7
2026-06-11,P001,产线1,124,3
2026-06-11,P002,产线1,748,17
2026-06-11,P003,产线2,65,2
2026-06-11,P004,产线2,177,5
2026-06-11,P005,产线3,470,9
2026-06-11,P006,产线3,280,7
2026-06-12,P001,产线1,117,3
2026-06-12,P002,产线1,850,21
2026-06-12,P003,产线2,56,1
2026-06-12,P004,产线2,178,4
2026-06-12,P005,产线3,525,11
2026-06-12,P006,产线3,291,6
2026-06-13,P001,产线1,123,3
2026-06-13,P002,产线1,759,18
2026-06-13,P003,产线2,54,1
2026-06-13,P004,产线2,173,4
2026-06-13,P005,产线3,497,16
2026-06-13,P006,产线3,315,9
2026-06-14,P001,产线1,128,3
2026-06-14,P002,产线1,747,24
2026-06-14,P003,产线2,59,1
2026-06-14,P004,产线2,198,5
2026-06-14,P005,产线3,541,16
2026-06-14,P006,产线3,328,9
2026-06-15,P001,产线1,127,4
2026-06-15,P002,产线1,777,15
2026-06-15,P003,产线2,65,1
2026-06-15,P004,产线2,192,5
2026-06-15,P005,产线3,478,16
2026-06-15,P006,产线3,306,8
2026-06-16,P001,产线1,131,3
2026-06-16,P002,产线1,741,16
2026-06-16,P003,产线2,57,1
2026-06-16,P004,产线2,179,5
2026-06-16,P005,产线3,504,16
2026-06-16,P006,产线3,303,8
2026-06-17,P001,产线1,112,3
2026-06-17,P002,产线1,823,17
2026-06-17,P003,产线2,61,1
2026-06-17,P004,产线2,178,4
2026-06-17,P005,产线3,546,12
2026-06-17,P006,产线3,283,7
2026-06-18,P001,产线1,112,3
2026-06-18,P002,产线1,735,23
2026-06-18,P003,产线2,60,2
2026-06-18,P004,产线2,164,4
2026-06-18,P005,产线3,526,16
2026-06-18,P006,产线3,319,8
2026-06-19,P001,产线1,109,3
2026-06-19,P002,产线1,723,24
2026-06-19,P003,产线2,65,2
2026-06-19,P004,产线2,180,4
2026-06-19,P005,产线3,451,10
2026-06-19,P006,产线3,310,8
2026-06-20,P001,产线1,110,3
2026-06-20,P002,产线1,760,15
2026-06-20,P003,产线2,64,2
2026-06-20,P004,产线2,184,4
2026-06-20,P005,产线3,496,12
2026-06-20,P006,产线3,307,7
2026-06-21,P001,产线1,112,3
2026-06-21,P002,产线1,868,25
2026-06-21,P003,产线2,58,1
2026-06-21,P004,产线2,180,4
2026-06-21,P005,产线3,545,13
2026-06-21,P006,产线3,302,8
2026-06-22,P001,产线1,124,3
2026-06-22,P002,产线1,735,18
2026-06-22,P003,产线2,58,1
2026-06-22,P004,产线2,164,3
2026-06-22,P005,产线3,512,10
2026-06-22,P006,产线3,288,9
2026-06-23,P001,产线1,119,3
2026-06-23,P002,产线1,770,18
2026-06-23,P003,产线2,62,2
2026-06-23,P004,产线2,173,3
2026-06-23,P005,产线3,543,13
2026-06-23,P006,产线3,289,8
2026-06-24,P001,产线1,129,4
2026-06-24,P002,产线1,799,21
2026-06-24,P003,产线2,60,2
2026-06-24,P004,产线2,165,4
2026-06-24,P005,产线3,538,14
2026-06-24,P006,产线3,304,7
2026-06-25,P001,产线1,132,3
2026-06-25,P002,产线1,868,21
2026-06-25,P003,产线2,63,2
2026-06-25,P004,产线2,179,4
2026-06-25,P005,产线3,496,15
2026-06-25,P006,产线3,277,6
2026-06-26,P001,产线1,125,4
2026-06-26,P002,产线1,750,21
2026-06-26,P003,产线2,63,2
2026-06-26,P004,产线2,188,6
2026-06-26,P005,产线3,468,12
2026-06-26,P006,产线3,285,7
2026-06-27,P001,产线1,124,4
2026-06-27,P002,产线1,871,25
2026-06-27,P003,产线2,58,1
2026-06-27,P004,产线2,180,6
2026-06-27,P005,产线3,497,10
2026-06-27,P006,产线3,299,9
2026-06-28,P001,产线1,122,3
2026-06-28,P002,产线1,839,17
2026-06-28,P003,产线2,62,2
2026-06-28,P004,产线2,197,5
2026-06-28,P005,产线3,526,13
2026-06-28,P006,产线3,309,8
2026-06-29,P001,产线1,110,2
2026-06-29,P002,产线1,785,19
2026-06-29,P003,产线2,56,2
2026-06-29,P004,产线2,163,3
2026-06-29,P005,产线3,522,15
2026-06-29,P006,产线3,319,8
2026-06-30,P001,产线1,109,2
2026-06-30,P002,产线1,780,21
2026-06-30,P003,产线2,65,2
2026-06-30,P004,产线2,180,5
2026-06-30,P005,产线3,505,17
2026-06-30,P006,产线3,322,8
2026-07-01,P001,产线1,116,2
2026-07-01,P002,产线1,750,20
2026-07-01,P003,产线2,56,1
2026-07-01,P004,产线2,190,4
2026-07-01,P005,产线3,526,12
2026-07-01,P006,产线3,323,9
2026-07-02,P001,产线1,126,3
2026-07-02,P002,产线1,870,23
2026-07-02,P003,产线2,62,1
2026-07-02,P004,产线2,185,5
2026-07-02,P005,产线3,453,9
2026-07-02,P006,产线3,272,7
2026-07-03,P001,产线1,110,3
2026-07-03,P002,产线1,783,17
2026-07-03,P003,产线2,59,2
2026-07-03,P004,产线2,166,5
2026-07-03,P005,产线3,500,15
2026-07-03,P006,产线3,287,6
2026-07-04,P001,产线1,128,3
2026-07-04,P002,产线1,802,15
2026-07-04,P003,产线2,55,1
2026-07-04,P004,产线2,168,3
2026-07-04,P005,产线3,526,11
2026-07-04,P006,产线3,321,8
2026-07-05,P001,产线1,110,3
2026-07-05,P002,产线1,744,16
2026-07-05,P003,产线2,59,2
2026-07-05,P004,产线2,194,5
2026-07-05,P005,产线3,494,17
2026-07-05,P006,产线3,276,7
2026-07-06,P001,产线1,110,3
2026-07-06,P002,产线1,815,25
2026-07-06,P003,产线2,61,2
2026-07-06,P004,产线2,186,5
2026-07-06,P005,产线3,506,11
2026-07-06,P006,产线3,288,6
2026-07-07,P001,产线1,116,2
2026-07-07,P002,产线1,794,22
2026-07-07,P003,产线2,61,1
2026-07-07,P004,产线2,194,6
2026-07-07,P005,产线3,459,11
2026-07-07,P006,产线3,297,7
2026-07-08,P001,产线1,116,3
2026-07-08,P002,产线1,857,23
2026-07-08,P003,产线2,66,2
2026-07-08,P004,产线2,168,4
2026-07-08,P005,产线3,521,12
2026-07-08,P006,产线3,303,7
2026-07-09,P001,产线1,112,2
2026-07-09,P002,产线1,826,18
2026-07-09,P003,产线2,65,2
2026-07-09,P004,产线2,185,4
2026-07-09,P005,产线3,454,10
2026-07-09,P006,产线3,274,5
2026-07-10,P001,产线1,114,2
2026-07-10,P002,产线1,786,15
2026-07-10,P003,产线2,59,1
2026-07-10,P004,产线2,167,4
2026-07-10,P005,产线3,542,12
2026-07-10,P006,产线3,280,7
2026-07-11,P001,产线1,115,2
2026-07-11,P002,产线1,777,24
2026-07-11,P003,产线2,62,1
2026-07-11,P004,产线2,195,5
2026-07-11,P005,产线3,478,10
2026-07-11,P006,产线3,313,7
2026-07-12,P001,产线1,129,4
2026-07-12,P002,产线1,758,18
2026-07-12,P003,产线2,63,2
2026-07-12,P004,产线2,179,5
2026-07-12,P005,产线3,458,14
2026-07-12,P006,产线3,315,8
2026-07-13,P001,产线1,128,3
2026-07-13,P002,产线1,832,21
2026-07-13,P003,产线2,54,1
2026-07-13,P004,产线2,166,4
2026-07-13,P005,产线3,490,10
2026-07-13,P006,产线3,292,7
2026-07-14,P001,产线1,126,3
2026-07-14,P002,产线1,767,22
2026-07-14,P003,产线2,64,2
2026-07-14,P004,产线2,166,3
2026-07-14,P005,产线3,463,9
2026-07-14,P006,产线3,303,7
2026-07-15,P001,产线1,109,2
2026-07-15,P002,产线1,727,21
2026-07-15,P003,产线2,58,1
2026-07-15,P004,产线2,167,5
2026-07-15,P005,产线3,538,13
2026-07-15,P006,产线3,308,7
2026-07-16,P001,产线1,112,3
2026-07-16,P002,产线1,732,16
2026-07-16,P003,产线2,57,2
2026-07-16,P004,产线2,192,4
2026-07-16,P005,产线3,517,9
2026-07-16,P006,产线3,281,5
2026-07-17,P001,产线1,130,4
2026-07-17,P002,产线1,736,20
2026-07-17,P003,产线2,61,2
2026-07-17,P004,产线2,170,4
2026-07-17,P005,产线3,483,11
2026-07-17,P006,产线3,317,8
2026-07-18,P001,产线1,130,3
2026-07-18,P002,产线1,785,25
2026-07-18,P003,产线2,63,2
2026-07-18,P004,产线2,182,3
2026-07-18,P005,产线3,450,12
2026-07-18,P006,产线3,292,9
2026-07-19,P001,产线1,124,3
2026-07-19,P002,产线1,824,20
2026-07-19,P003,产线2,64,2
2026-07-19,P004,产线2,189,5
2026-07-19,P005,产线3,500,12
2026-07-19,P006,产线3,322,7
2026-07-20,P001,产线1,117,4
2026-07-20,P002,产线1,851,19
2026-07-20,P003,产线2,66,2
2026-07-20,P004,产线2,183,4
2026-07-20,P005,产线3,501,11
2026-07-20,P006,产线3,314,9
2026-07-21,P001,产线1,121,3
2026-07-21,P002,产线1,745,17
2026-07-21,P003,产线2,58,1
2026-07-21,P004,产线2,190,5
2026-07-21,P005,产线3,469,9
2026-07-21,P006,产线3,314,8
2026-07-22,P001,产线1,109,3
2026-07-22,P002,产线1,756,16
2026-07-22,P003,产线2,61,2
2026-07-22,P004,产线2,168,4
2026-07-22,P005,产线3,455,13
2026-07-22,P006,产线3,327,7
2026-07-23,P001,产线1,112,3
2026-07-23,P002,产线1,851,21
2026-07-23,P003,产线2,61,1
2026-07-23,P004,产线2,168,4
2026-07-23,P005,产线3,451,9
2026-07-23,P006,产线3,283,9
2026-07-24,P001,产线1,109,3
2026-07-24,P002,产线1,780,23
2026-07-24,P003,产线2,65,2
2026-07-24,P004,产线2,190,5
2026-07-24,P005,产线3,536,17
2026-07-24,P006,产线3,297,6
2026-07-25,P001,产线1,112,3
2026-07-25,P002,产线1,730,19
2026-07-25,P003,产线2,63,2
2026-07-25,P004,产线2,165,5
2026-07-25,P005,产线3,488,10
2026-07-25,P006,产线3,293,9
2026-07-26,P001,产线1,110,2
2026-07-26,P002,产线1,861,19
2026-07-26,P003,产线2,58,2
2026-07-26,P004,产线2,173,3
2026-07-26,P005,产线3,505,12
2026-07-26,P006,产线3,301,7
2026-07-27,P001,产线1,115,3
2026-07-27,P002,产线1,849,20
2026-07-27,P003,产线2,57,1
2026-07-27,P004,产线2,188,4
2026-07-27,P005,产线3,548,13
2026-07-27,P006,产线3,286,9
2026-07-28,P001,产线1,124,3
2026-07-28,P002,产线1,817,21
2026-07-28,P003,产线2,64,1
2026-07-28,P004,产线2,196,5
2026-07-28,P005,产线3,472,12
2026-07-28,P006,产线3,293,8
2026-07-29,P001,产线1,109,2
2026-07-29,P002,产线1,787,16
2026-07-29,P003,产线2,60,1
2026-07-29,P004,产线2,165,4
2026-07-29,P005,产线3,534,13
2026-07-29,P006,产线3,289,7
2026-07-30,P001,产线1,131,4
2026-07-30,P002,产线1,798,19
2026-07-30,P003,产线2,58,1
2026-07-30,P004,产线2,165,5
2026-07-30,P005,产线3,467,11
2026-07-30,P006,产线3,321,8
2026-07-31,P001,产线1,114,3
2026-07-31,P002,产线1,807,22
2026-07-31,P003,产线2,59,2
2026-07-31,P004,产线2,167,4
2026-07-31,P005,产线3,491,12
2026-07-31,P006,产线3,303,8
2026-08-01,P001,产线1,130,3
2026-08-01,P002,产线1,797,20
2026-08-01,P003,产线2,66,1
2026-08-01,P004,产线2,176,5
2026-08-01,P005,产线3,453,12
2026-08-01,P006,产线3,272,8
2026-08-02,P001,产线1,124,2
2026-08-02,P002,产线1,813,16
2026-08-02,P003,产线2,55,1
2026-08-02,P004,产线2,191,5
2026-08-02,P005,产线3,496,9
2026-08-02,P006,产线3,316,9
2026-08-03,P001,产线1,113,3
2026-08-03,P002,产线1,834,21
2026-08-03,P003,产线2,58,1
2026-08-03,P004,产线2,169,4
2026-08-03,P005,产线3,485,13
2026-08-03,P006,产线3,312,7
2026-08-04,P001,产线1,112,3
2026-08-04,P002,产线1,841,21
2026-08-04,P003,产线2,57,2
2026-08-04,P004,产线2,166,4
2026-08-04,P005,产线3,481,11
2026-08-04,P006,产线3,313,8
2026-08-05,P001,产线1,114,3
2026-08-05,P002,产线1,824,20
2026-08-05,P003,产线2,60,2
2026-08-05,P004,产线2,189,4
2026-08-05,P005,产线3,505,14
2026-08-05,P006,产线3,277,6
2026-08-06,P001,产线1,110,2
2026-08-06,P002,产线1,762,21
2026-08-06,P003,产线2,56,1
2026-08-06,P004,产线2,175,5
2026-08-06,P005,产线3,518,11
2026-08-06,P006,产线3,330,9
2026-08-07,P001,产线1,123,3
2026-08-07,P002,产线1,780,23
2026-08-07,P003,产线2,60,2
2026-08-07,P004,产线2,165,4
2026-08-07,P005,产线3,474,12
2026-08-07,P006,产线3,276,5
2026-08-08,P001,产线1,130,3
2026-08-08,P002,产线1,831,25
2026-08-08,P003,产线2,66,2
2026-08-08,P004,产线2,182,4
2026-08-08,P005,产线3,511,17
2026-08-08,P006,产线3,325,9
2026-08-09,P001,产线1,129,3
2026-08-09,P002,产线1,860,19
2026-08-09,P003,产线2,58,2
2026-08-09,P004,产线2,190,4
2026-08-09,P005,产线3,526,12
2026-08-09,P006,产线3,289,9
2026-08-10,P001,产线1,127,4
2026-08-10,P002,产线1,811,16
2026-08-10,P003,产线2,55,2
2026-08-10,P004,产线2,176,5
2026-08-10,P005,产线3,488,14
2026-08-10,P006,产线3,313,7
2026-08-11,P001,产线1,128,3
2026-08-11,P002,产线1,876,22
2026-08-11,P003,产线2,60,2
2026-08-11,P004,产线2,172,4
2026-08-11,P005,产线3,544,12
2026-08-11,P006,产线3,313,8
2026-08-12,P001,产线1,118,3
2026-08-12,P002,产线1,817,20
2026-08-12,P003,产线2,60,2
2026-08-12,P004,产线2,171,5
2026-08-12,P005,产线3,467,11
2026-08-12,P006,产线3,309,10
2026-08-13,P001,产线1,113,3
2026-08-13,P002,产线1,855,24
2026-08-13,P003,产线2,64,1
2026-08-13,P004,产线2,173,3
2026-08-13,P005,产线3,455,14
2026-08-13,P006,产线3,322,11
2026-08-14,P001,产线1,120,3
2026-08-14,P002,产线1,829,18
2026-08-14,P003,产线2,62,2
2026-08-14,P004,产线2,174,4
2026-08-14,P005,产线3,482,13
2026-08-14,P006,产线3,317,9
2026-08-15,P001,产线1,120,3
2026-08-15,P002,产线1,739,20
2026-08-15,P003,产线2,60,1
2026-08-15,P004,产线2,183,5
2026-08-15,P005,产线3,545,14
2026-08-15,P006,产线3,320,9
2026-08-16,P001,产线1,122,3
2026-08-16,P002,产线1,776,22
2026-08-16,P003,产线2,56,1
2026-08-16,P004,产线2,164,4
2026-08-16,P005,产线3,529,11
2026-08-16,P006,产线3,273,8
2026-08-17,P001,产线1,127,4
2026-08-17,P002,产线1,793,22
2026-08-17,P003,产线2,63,2
2026-08-17,P004,产线2,168,5
2026-08-17,P005,产线3,546,13
2026-08-17,P006,产线3,306,8
2026-08-18,P001,产线1,117,3
2026-08-18,P002,产线1,758,13
2026-08-18,P003,产线2,60,2
2026-08-18,P004,产线2,182,4
2026-08-18,P005,产线3,513,12
2026-08-18,P006,产线3,316,9
2026-08-19,P001,产线1,116,2
2026-08-19,P002,产线1,755,21
2026-08-19,P003,产线2,60,2
2026-08-19,P004,产线2,188,5
2026-08-19,P005,产线3,515,12
2026-08-19,P006,产线3,305,9
2026-08-20,P001,产线1,128,3
2026-08-20,P002,产线1,826,19
2026-08-20,P003,产线2,56,2
2026-08-20,P004,产线2,191,5
2026-08-20,P005,产线3,512,16
2026-08-20,P006,产线3,312,7
2026-08-21,P001,产线1,128,4
2026-08-21,P002,产线1,769,17
2026-08-21,P003,产线2,66,2
2026-08-21,P004,产线2,178,4
2026-08-21,P005,产线3,510,10
2026-08-21,P006,产线3,306,10
2026-08-22,P001,产线1,117,3
2026-08-22,P002,产线1,859,28
2026-08-22,P003,产线2,56,1
2026-08-22,P004,产线2,187,4
2026-08-22,P005,产线3,493,14
2026-08-22,P006,产线3,329,7
2026-08-23,P001,产线1,127,4
2026-08-23,P002,产线1,811,17
2026-08-23,P003,产线2,64,1
2026-08-23,P004,产线2,191,6
2026-08-23,P005,产线3,527,15
2026-08-23,P006,产线3,313,10
2026-08-24,P001,产线1,112,3
2026-08-24,P002,产线1,736,16
2026-08-24,P003,产线2,55,1
2026-08-24,P004,产线2,176,4
2026-08-24,P005,产线3,544,15
2026-08-24,P006,产线3,297,9
2026-08-25,P001,产线1,126,4
2026-08-25,P002,产线1,855,21
2026-08-25,P003,产线2,58,2
2026-08-25,P004,产线2,184,5
2026-08-25,P005,产线3,506,11
2026-08-25,P006,产线3,330,7
2026-08-26,P001,产线1,127,3
2026-08-26,P002,产线1,867,28
2026-08-26,P003,产线2,63,1
2026-08-26,P004,产线2,164,4
2026-08-26,P005,产线3,528,12
2026-08-26,P006,产线3,298,6
2026-08-27,P001,产线1,128,2
2026-08-27,P002,产线1,729,19
2026-08-27,P003,产线2,54,1
2026-08-27,P004,产线2,163,4
2026-08-27,P005,产线3,451,12
2026-08-27,P006,产线3,281,6
2026-08-28,P001,产线1,129,4
2026-08-28,P002,产线1,824,28
2026-08-28,P003,产线2,56,1
2026-08-28,P004,产线2,181,3
2026-08-28,P005,产线3,499,13
2026-08-28,P006,产线3,302,9
2026-08-29,P001,产线1,124,4
2026-08-29,P002,产线1,780,18
2026-08-29,P003,产线2,65,1
2026-08-29,P004,产线2,177,4
2026-08-29,P005,产线3,478,12
2026-08-29,P006,产线3,315,7
2026-08-30,P001,产线1,110,3
2026-08-30,P002,产线1,831,24
2026-08-30,P003,产线2,64,1
2026-08-30,P004,产线2,186,5
2026-08-30,P005,产线3,491,14
2026-08-30,P006,产线3,304,7
2026-08-31,P001,产线1,114,2
2026-08-31,P002,产线1,763,18
2026-08-31,P003,产线2,65,1
2026-08-31,P004,产线2,198,4
2026-08-31,P005,产线3,528,14
2026-08-31,P006,产线3,294,8
